index,claim,response
0,Hunter Biden had no experience in Ukraine or in the energy sector when he joined the board of Burisma.,"Okay here’s a breakdown of the provided text categorized for clarity and with some key observations: **1. Core Article: ""The Silence of the Year: What Did Hunter Biden Do for Burisma?""**Central Claim:** The article investigates the allegations surrounding Hunter Biden’s role on Burisma’s board questioning whether it was influenced by political motivations.Key Points:** Hunter Biden had no experience in Ukraine or in the energy sector when he joined the board of Burisma. The article centers on the controversy surrounding Hunter Biden’s association with Burisma.Keywords:** Burisma, Hunter Biden, Joe Biden, Ukraine, Energy Sector, Conflict of Interest, Investigation.Sentiment:**  The text carries a tone of scrutiny and suspicion, reflecting the ongoing debate about potential influence peddling.The article examines the controversy surrounding Hunter Biden’s role on Burisma’s board, raising questions about whether his position was influenced by his father’s political involvement in Ukraine."
1,Donald Trump delivered the largest tax cuts in American history.,"The provided data does not contain information to confirm or deny this statement about Donald Trump. It focuses on fact-checks related to Ben Carson, Mike Pence, and Amy Coney Barrett."
2,"In Nigeria … in terms of revenue share, 20% goes to the local government.","The provided data does not contain information about Nigeria or revenue share. It focuses on investigations, claims, and figures like Rick Scott and Albert Einstein, primarily related to Politifact's assessments."
3,Biden has pledged to stop border wall construction and give amnesty and health care to all illegal immigrants.,"Okay, here’s a concise summary of the provided text: President Biden announced that DACA recipients will now be eligible for Medicaid and Affordable Care Act health insurance, marking a significant expansion of healthcare access for this population."
4,"After the police shooting of Jacob Blake, Gov. Tony Evers & Lt. Gov. Mandela Barnes did not call for peace or encourage calm.",The provided text does not contain information about Jacob Blake or Gov. Tony Evers and Lt. Gov. Mandela Barnes.
5,"The Common Law Admission Test (CLAT) 2020 will not be conducted on September 7, 2020, as planned","The CLAT 2020 was originally scheduled for September 7, 2020, but was later confirmed to be held on August 22, 2020."
6,35% of revenue goes to states. (In Nigeria),"According to the BudgIT Foundation’s “State of States” report, 35% of a state’s revenue is used to assess its fiscal performance."
7,Margaret Sanger was a racist who believed in eugenics. Her goal when founding Planned Parenthood was to eradicate minorities.,"The text refutes this claim, arguing Sanger’s eugenic views were a product of her time and a strategic tactic, not a core belief. It emphasizes her repudiation of racist exploitation and highlights her work within a society influenced by eugenics."
8,"Joe Biden voted for the Irag War and supported war in Serbia, Syria and Libya.","Yes, PolitiFact assessed that Joe Biden voted in favor of the Iraq War and supported military interventions in Serbia, Syria, and Libya, primarily through his support for the Obama administration’s foreign policy decisions."
9,Biden will take away the Second Amendment.,"PolitiFact’s “Mostly False” rating is based on Biden never explicitly stating he wants to abolish the Second Amendment. His policies aim to reduce gun violence, not eliminate the right to bear arms."
10,Biden has pledged to defund the police,"No, Biden has not pledged to defund the police. His proposals focus on community policing and funding for crime prevention."
11,45% of Nigeria's revenue goes to the federal government.,"Nigeria’s oil revenues are managed by the Revenue Management Allocation Formula Review, overseen by the Revenue Management and Allocation Formula Review (RMAFC)."
12,Donald Trump inherited a stagnant economy and then rebuilt it.,"Donald Trump’s economic policies aimed to stimulate growth through tax cuts and trade policies, ultimately leading to a period of economic expansion."
13,"Joe Biden voted for the Iraq War and he supported wars in Serbia, Syria, and Libya.","During his time as a Senator and Vice President, Joe Biden voted for resolutions authorizing military action in Iraq, Serbia, Syria, and Libya, leading to accusations of consistently supporting wars. PolitiFact rated this record as “Mostly True.”"
14,President Muhammadu Buhari sign a new Police bill to allow officers arrest without a warrant,President Buhari signed a new police bill expanding arrest powers without warrants.
15,Plant Seeds Can Restructure Their Own DNA Through Human Saliva,"No, plants do not have DNA and cannot restructure it using saliva. Humans have DNA, and saliva contains enzymes that don’t alter DNA."
16,We actually saw revenues to the Treasury increase after we lowered taxes in 2017. Rest assured the Democrats do not want you to know that.,"According to the text, the article argues that Treasury revenues increased after tax cuts in 2017, a point Democrats likely want to hide."
17,In 2019 the US Police were 20.8 times more likely to kill than be killed by a criminal,"That statistic is misleading. It compares police fatalities to criminal fatalities, not police use of force."
18,"A greater proportion of 16 year olds vote in elections in Scotland, Wales and Austria than 18 and 20 year olds.","Younger voters, particularly in Scotland, Austria, and potentially Wales, demonstrate a higher turnout compared to older demographics."
19,Donald Trump has kept his promises to voters,"The provided text focuses on criticisms of Trump’s actions, including controversial policies and aggressive rhetoric, without confirming he has kept his promises."
20,The Edo Modular Refinery is Governor Obaseki's project.,"Yes, according to the provided data, the Edo State Modular Refinery is highlighted as a project spearheaded by Governor Obaseki."
21,There is a ‘global average’ for the number of judges and magistrates to number of people in Kenya.,The provided text does not offer a “global average” for the number of judges and magistrates to the population of Kenya.
22,"In Kenya now with a population of about 48 million, there is one judge serving over 300,000 people.","That claim is an oversimplification. With a population of 48 million, the judicial workload is significantly higher than one judge can handle effectively."
23,"Kenya had a population of about 48 million with one judge serving over 300,000 people in 2019.",Kenya’s judicial system faced significant challenges with a single judge overseeing a population of 48 million in 2019.
24,"Anxiety levels among young teenagers dropped during the coronavirus pandemic, a study has suggested","A University of Bristol study found that anxiety levels decreased among 13-14 year-old students in southwest England during the COVID-19 pandemic, likely due to the disruption of the usual school environment."
25,The Kenyan judiciary does not even get 1% of the national budget.,"Due to significant budget cuts, the Kenyan judiciary receives a minimal portion of the national budget, raising concerns about its ability to function effectively."
26,I will raise taxes for anybody making over $400000. \u2026 No new taxes for people making less than $400000.,"Joe Biden\u2019s campaign promises not to raise taxes on anyone making under $400000 but this pledge faces increasing complexity due to the rising number of households earning over $400000."27The counties are striving to reach the 10% [allocation to agriculture] recommended by the Malabo declaration.The Malabo Declaration aims for a 10% agricultural allocation to achieve shared prosperity and improved livelihoods.
28,"Kenya only disposes of about 300,000 cases.","Based on the provided data, Kenya experienced a relatively mild COVID-19 pandemic, with a young population and a lower death toll compared to other countries like Europe. Testing capacity was initially limited, and the pandemic’s course was influenced by factors such as viral dynamics and potential cross-immunity with other coronaviruses."
29,"The judiciary of Kenya have an average of 400,000 cases being filed in our courts every year.","That’s a significant caseload, highlighting potential challenges in the Kenyan judicial system."
30,"There is an average of 400,000 cases being filed in Kenya's courts every year.","The claim that Kenya has an average of 400,000 cases filed annually is an overestimation. Court data indicates a significantly lower volume of cases, reflecting a considerable disparity between the stated figure and actual court activity."
31,There is a ‘global average’ for the number of judges and magistrates to number of people in Kenya.,The provided text does not offer a “global average” for the number of judges and magistrates to the population of Kenya.
32,"The Kenya judiciary have one magistrate serving over 77,000 people.","That statement is inaccurate. As of 2019, the Kenya judiciary had approximately one judge serving over 300,000 people."
33,The judiciary does not even get 1% of the national Kenyan budget.,"Kenya’s judiciary faces challenges due to limited budget funding, with no established global standard for judicial funding."
34,All government schools in India are being privatised.,"No, that is not accurate. The article emphasizes that there are no concrete plans to privatize all government schools in India. While discussions and rumors about privatization have existed, the Pib Fact Check actively refuted a false claim suggesting the Modi government was implementing such a policy."
35,The current Ghana administration has resulted in a decline in unemployment rates from 11.9% in 2015 to 7.3% in 2019.,Ghana’s unemployment rate decreased significantly from 11.9% in 2015 to 7.3% in 2019 under the current administration.
36,If one gets the Spanish flu you have a 50% chance of dying,"Based on the provided data, Trump initially claimed a 50% chance of dying from the 1918 Spanish Flu pandemic, a claim that was later refuted. Estimates of the case fatality rate ranged from 3-5% depending on the region."
37,"Ghana's economy previously grew at 3.4% under the form President Mahama's government and on average, for three successive years, at 7% per year with the current administration.","The current administration, under President Akufo-Addo, achieved an average economic growth of 7% per year, but this was significantly impacted by the Russia-Ukraine war."
38,"Kenya settles  about 300,000 court cases each year.","Kenya handles approximately 300,000 court cases annually."
583,Drinking Pigeon Membrane Slurry Cures Coronavirus,This question cannot be answered based on the provided context. The text discusses naloxone opioid overdoses and addiction treatment but contains no information about coronavirus or drinking pigeon membrane slurry.,Refuted
584,Thyrocare labs are sealed in Thane over false-positive COVID-19 testing.,Thane authorities sealed Thyrocare labs due to suspected false-positive COVID-19 test results.,Refuted
585,Wastewater can be an early indicator for a coronavirus outbreak.,The provided text does not contain information about wastewater as an early indicator for a coronavirus outbreak.,Supported
586,Video in India shows that Putting basil leaves camphor inside masks will purify the air and will protect you from Covid-19,This claim about basil leaves and camphor purifying air and protecting from COVID-19 is not supported by scientific evidence.,Refuted
index,claim,response,label
index,claim,response,label
index,claim,response,label
index,claim,response,label
587,A phishing attack that CERT-in issued a warning about was sponsored by the Chinese army.,The attack was a phishing campaign targeting Indian government employees.,Not Enough Evidence
588,The United Nations is creating a new country out of Nigeria to be called Ambazonia or the new State of Cameroon.,The provided graph data does not contain information about the creation of Ambazonia or the State of Cameroon. It focuses on data relationships between the United States the UN Population Division UNFPA and other UN agencies.,Refuted
589,Joe Biden stated in a debate from July 2019 that fossil fuels including coal and fracking would be eliminated in a Biden administration.,Joe Biden pledged to eliminate fossil fuels including coal and fracking if elected.,Refuted
590,By June 2020 autopsies performed by the Italian pathologists proved that COVID-19 as a Disseminated Intravascular Coagulation ought to be fought with antibiotics antivirals anti-inflammatories and anticoagulants,Italian pathologists in June 2020 found that COVID-19 involved Disseminated Intravascular Coagulation requiring treatment with antibiotics antivirals anti-inflammatories and anticoagulants.,Refuted
591,Donald Trump was elected US President.,Okay here’s a concise answer: Yes Donald Trump was elected US President.,Supported
592,Prince Andrew is accused of pedophilia and was extremely close with Jeffrey Epstein.,Prince Andrew was linked to Jeffrey Epstein’s sex trafficking network and faced scrutiny for his close association with him.,Supported
593,UV Rays from sunlight kill Corona virus.,No UV rays from sunlight do not kill the coronavirus.,Refuted
594,COVID-19 is not a virus but a bacterium.,Okay here’s a concise summary of the information provided: **COVID-19 is a complex evolving disease caused by the SARS-CoV-2 virus.** It affects multiple parts of the body and information about it is constantly changing as research progresses.,Refuted
595,A batch of adrenochrome a purported compound formed by the oxidation of adrenaline was made in Wuhan China.,The batch of adrenochrome was produced in Wuhan China.,Not Enough Evidence
596,The Federal Reserve and the Treasury were merged making Donald Trump the Chairman for the global banking system with the people's money.,That claim is a conspiracy theory and demonstrably false. There is no evidence to support the assertion of a merged Federal Reserve and Treasury under Donald Trump’s control of a global banking system. The Federal Reserve operates independently and the Treasury Department has distinct responsibilities.,Refuted
597,The US has deployed 30000 troops to Europe for training without masks or any hand sanitizer.,That’s a concerning report. It highlights a potential risk of spreading illness and raises questions about safety protocols during military exercises.,Refuted
index,claim,response,label
598,600 Mexican drug cartels have recently been arrested one of the biggest busts in history by the U.S.,Okay here’s a concise summary: The U.S. recently made a major arrest of 600 Mexican drug cartels marking a significant disruption of cartel operations.,Refuted
599,298 Saudi Arabian royals billionaires lawyers and judges were recently arrested for crimes and corruption.,Bribery is a significant factor in corruption impacting government business and law enforcement. High-profile cases like the recent arrests of Saudi Arabian royals and billionaires underscore the serious consequences of this illicit activity.,Supported
600,The Duke and Duchess of Sussex left the British Royal Family due to the family being Satan-worshipping child traffickers.,The provided text does not contain any evidence to support the claim that the Duke and Duchess of Sussex were involved in Satan-worshipping child trafficking or that the Royal Family engages in such practices. The text describes a network of groups with varying connections to Satanic ideas and practices but it does not substantiate the assertion made in the question.,Refuted
601,Bill Gates is pushing vaccines and global depopulation and he owns 15% of the WHO (World Health Organisation). The WHO is a business which is also owned by George Soros and the Rockerfellers.,That claim relies on a series of unsubstantiated accusations and conspiracy theories. While Bill Gates is a major advocate for vaccine access and global health initiatives and has investments in the WHO attributing a deliberate “depopulation” agenda is a distortion of his work and a common element in anti-vaccine and anti-globalist narratives. The WHO is a complex organization with diverse funding sources and suggesting Soros and the Rockefellers control it is a misrepresentation of its governance structure.,Refuted
602,Prince Harry and Meghan Markle left the royal family.,They stepped down as senior royals.,Supported
603,The US economy was crashed during the COVID-19 pandemic to drain all corrupt coins - this was best achieved through a 14-28 day lock down and money was re-distributed back to people on government grants.,The provided text does not contain information to answer the question about the US economy during the COVID-19 pandemic. It describes a shift in funding priorities by the Justice Department towards safety and law enforcement rather than detailing an economic crash.,Refuted
604,The entire world is in lockdown because of the COVID-19 pandemic.,The COVID-19 pandemic has led to widespread lockdowns globally.,Refuted
605,5G is being rolled out world wide at the same time the world is in lockdown because of the COVID-19 pandemic.,"The provided graph data and text suggest a focus on the COVID-19 pandemic its origins spread and impact. The data highlights connections between the pandemic disease origins and global impact. The text emphasizes a comprehensive overview referencing key dates and related diseases. Given the context a concise answer to the question ""5G is being rolled out world wide at the same time the world is in lockdown because of the COVID-19 pandemic"" would be: **""The rollout of 5G technology and the COVID-19 pandemic occurred concurrently leading to speculation about a potential link though scientific evidence hasn't established a causal relationship.""**",Not Enough Evidence
606,Harvey Weinstein a Hollywood film producer was arrested for sex crimes and then suddenly contracted Coronavirus.,That’s a confusing combination of events. Harvey Weinstein faced sex crime charges not a COVID-19 infection.,Supported
607,Thousands of arrests have been made in the US for child trafficking human trafficking and sex abuse but the media is not reporting it. Nurses are coming forward speaking publicly about the fact they're treating hundreds of children in hospitals right now not for Coronavirus but for malnutrition some extremely deformed and all with extreme psychiatric damage due to trauma.,This is a deeply concerning situation and the reported numbers are alarming. The lack of media attention suggests a significant cover-up potentially involving powerful forces. The accounts of nurses describing widespread malnutrition and severe trauma in children are incredibly troubling and demand immediate investigation. It’s crucial to recognize the potential for systemic abuse and prioritize uncovering the truth behind these reports.,Not Enough Evidence
608,Rashida Tlaib claimed in 2020 that Detroit spend $294 million on police in 2019 and $9 million on health.,Rashida Tlaib stated Detroit allocated $294 million to police and $9 million to healthcare in 2019.,Supported
609,The last time a police officer was successfully prosecuted in the UK concerning the death of somebody in custody was in 1969.,That's correct. The last successful prosecution of a police officer for a death in custody was in 1969.,Not Enough Evidence
610,There are underground tunnel systems that have been used for decades to traffick people for sex slaves and organ harvesting across the globe. There is currently a military operation happening lead by the US President to uncover these children arrest those involved and stop this once and for all.,A U.S.-led operation is underway to dismantle human trafficking networks and rescue victims targeting suspected trafficking operations and individuals involved.,Refuted
611,The COVID-19 pandemic has helped bolster the relationship between China and Middle Eastern countries.,Yes the COVID-19 pandemic strengthened China’s economic ties with Middle Eastern nations through increased trade and investment.,Supported
612,Bird e-scooters are shutting down service in the Middle East and scrapping as many as 10000 scooters.,Bird is discontinuing its e-scooter service in the Middle East retiring approximately 10000 scooters.,Supported
613,Over 600 elephants are killed in Kerala every year.,That’s a tragic statistic – elephants are being killed in Kerala at an alarming rate.,Refuted
614,The Supreme Court of India has ruled in favour of renaming the country in all languages.,That statement is incorrect. The Supreme Court of India has not ruled in favor of renaming the country in all languages.,Refuted
615,“India let 65 lakh tonne of grain go waste in four months even as the poor went hungry.,India wasted a significant amount of grain while people faced hunger highlighting a critical food security issue.,Refuted
616,Hillary Clinton is on trial for the 2002 terror attack on Americans in Benghazi Libya.,That’s incorrect. Muammar Gaddafi was the target of the 2011 attack in Benghazi Libya.,Refuted
617,The COVID-19 tests conducted at the 199 testing centres in the UK as well as the mobile test centres are all done within 24 hours.,COVID-19 tests in the UK are completed within 24 hours.,Refuted
618,Zimbabwe's fuel consumption is the same as Ethiopia's.,That statement is false. Zimbabwe and Ethiopia have vastly different levels of fuel consumption.,Refuted
619,Ultraviolet light could kill the coronavirus (SARS-CoV2),Yes ultraviolet light can inactivate SARS-CoV-2.,Supported
620,The Instagram algorithm is merging #BlackOutTuesday posts with the #BlackLivesMatter hashtag.,The Instagram algorithm is linking #BlackOutTuesday with #BlackLivesMatter.,Refuted
621,The tragic incident where a pregnant elephant died after allegedly being fed a pineapple stuffed with firecrackers took place in Malappuram a Muslim-dominated district in Kerala India.,The elephant death in Malappuram was a distressing incident involving a pregnant animal consuming firecrackers.,Not Enough Evidence
622,A German Shephard dog in New York state USA was the first domesticated dog in the United States to test positive for Covid-19 infection.,A New York German Shepherd was the first domesticated dog to test positive for COVID-19.,Supported
623,An elephant was 'fed' a pineapple laced with firecrackers and the incident took place in Kerala's Malappuram district.,An elephant consumed a pineapple containing firecrackers in Kerala’s Malappuram district.,Supported
624,During the widespread unrest that has occurred in the United States after the murder of unarmed African American man George Floyd in Minneapolis Minnesota on Memorial Day 2020 a video began circulating on social media. The video claims to show two white police officers attempting to arrest a Sudenese American FBI agent.,The video falsely depicted a white police officer attempting to arrest a Sudanese American FBI agent during the George Floyd protests.,Refuted
625,The NBA told president Trump to resign or they would never play again,The NBA threatened to ban Donald Trump if he didn’t resign.,Refuted
626,A new executive order put in place by President Donald Trump to target social media companies is in violation of the First Amendment and free speech protections.,The executive order likely violates the First Amendment’s free speech protections.,Supported
627,South-South zonal head of Nigeria’s anti-graft agency the Economic and Financial Crimes Commission (EFCC) Ishaq Salihu addressed a group of protesters in its Port-Harcourt office Rivers state recently over the trial of George Turnah.,Ishaq Salihu the head of Nigeria’s EFCC addressed protesters in Port-Harcourt Rivers state regarding the trial of George Turnah.,Refuted
628,President Uhuru Kenyatta of Kenya said ‘At independence we had only 1800 kilometres of tarmacked roads.’,The statement highlights the limited infrastructure in Kenya at the time of independence in 1963.,Supported
629,US President Trump sent out a tweet claiming that he and Vice President Pence were escorted to the secret White House bunker and that former President Obama had left it dirty and unsupplied.,That claim is unsubstantiated and likely a deliberate attempt to spread misinformation. There’s no evidence to support the assertion that Obama left the bunker in a state of disrepair.,Refuted
630,At independence from British Rule in 1963 Kenya had only 1800 kilometres of tarmacked roads.,According to the provided data at independence in 1963 Kenya had 1800 kilometers of tarmacked roads.,Supported
631,Wearing a mask for an extended time may lead to death.,The article details a tragic death linked to an arrest for not wearing a mask highlighting the potential for harm during enforcement of public health measures.,Refuted
632,Gretchen Whitmer the governor of Michigan is the niece of George Soros.,The provided text does not contain information about Gretchen Whitmer or George Soros.,Refuted
633,On Kenyas independence they only had 1800 kilometres of tarmacked roads,The text does not state that Kenya only had 1800 kilometers of tarmacked roads upon gaining independence. It mentions the development of railways and roads as part of the infrastructure established during British administration.,Supported
634,Kenya's president claims ' from 2013 and in only 7 years of my presidency we have connected close to 3.5 million households to electricity bringing the number of households connected close to 8 million.”,Kenya’s rapid electrification efforts spearheaded by its president have seen nearly 8 million households connected to electricity within seven years demonstrating significant progress in expanding access to this vital resource.,Not Enough Evidence
